,Unnamed: 0,badge,firstname,lastname,middle,scopus,score,match_1
5570,5570,34070,Michele,Lewis,A,7404189610,0.967741935,Michele A. Lewis
5572,5572,38781,David,Glesne,A,6602527985,0.923076923,David Glesne
5574,5574,38579,Eric,Landahl,C,6603067374,0.965517241,Eric C. Landahl
5575,5575,39151,Richard,Benn,A,16051878800,0.923076923,Richard Benn
5581,5581,43479,Henry,Ng,,8646370600,1,Henry Ng
5584,5584,45000,Wolfgang,Sturhahn,,7007094375,1,Wolfgang Sturhahn
5590,5590,49267,Maria,Iavarone,,7003859198,1,Maria Iavarone
5592,5592,50235,Matthew,Knepley,G,7801544389,0.971428571,Matthew G. Knepley
5593,5593,50230,Jie,Song,,7404787973,1,Jie Song
5596,5596,50824,Zhiyue,Xu,,7405428081,1,Zhiyue Xu
5599,5599,52472,Jianhong,Yang,,56428185400,1,Jianhong Yang
5601,5601,53752,Bryan,Harder,J,6701351165,0.965517241,Bryan J. Harder
5602,5602,54224,Nidhi,Patel,R,14028901400,0.962962963,Nidhi R. Patel
5603,5603,63221,JaeMock,Yi,,24777644600,0.952380952,Jae Mock Yi
5604,5604,54466,Malcolm,Guthrie,,7004863081,1,Malcolm Guthrie
5608,5608,54763,Laura,Bandura,L,6506095944,0.928571429,Laura Bandura
5611,5611,55265,Sanjukta,Bhowmick,,7006796100,1,Sanjukta Bhowmick
5612,5612,55323,Jaydeep,Bardhan,P,6602628872,0.971428571,Jaydeep P. Bardhan
5616,5616,58216,Mayly,Sanchez,C,8417064900,0.967741935,Mayly C. Sanchez
5618,5618,55819,Sergey,Antipov,P,56519556600,0.96969697,Sergey P. Antipov
5619,5619,56759,Qiang,Zhang,,55624487832,1,Qiang Zhang
5620,5620,57619,Michael,Hopkins,D,7202147314,0.971428571,Michael D. Hopkins
5623,5623,66622,Steven,Christensen,T,8662878700,0.975609756,Steven T. Christensen
5628,5628,65985,Oleksandr,Mosendz,,8218745200,1,Oleksandr Mosendz
5629,5629,56164,Wei,Wang,,7501761836,1,Wei Wang
5630,5630,57583,Hye Young,Lee,,35492141600,1,Hye Young Lee
5631,5631,57642,Jason,Montgomery,M,7402007000,0.972972973,Jason M. Montgomery
5636,5636,66831,Vaibhav,Kohli,,25627615200,1,Vaibhav Kohli
5638,5638,58948,Alexis,Malozemoff,J,35190871800,0.974358974,Alexis J. Malozemoff
5644,5644,58683,Suresh,Aggarwal,K,55417140400,0.971428571,Suresh K. Aggarwal
5645,5645,56597,Dimitrios,Giannakis,,55235667000,1,Dimitrios Giannakis
5646,5646,56772,Robin,Santra,,35554400300,1,Robin Santra
5648,5648,58448,Colleen,Iversen,M,8251200100,0.971428571,Colleen M. Iversen
5650,5650,56866,Feng,Gao,,56493691000,1,Feng Gao
5654,5654,56942,Maxim,Belkin,V,22633350600,0.923076923,Maxim Belkin
5655,5655,56941,Andrey,Belkin,V,7006908489,0.928571429,Andrey Belkin
5658,5658,56903,Ann,Call,V,25649196200,0.952380952,Ann V. Call
5660,5660,57055,Xuemei,Cheng,,22133381200,1,Xuemei Cheng
5661,5661,57145,Xavier,Garcia Tormo,,14523685100,0.95,Xavier Garcia I Tormo
5662,5662,68544,Sean,Oxford,M,23969309800,0.962962963,Sean M. Oxford
5665,5665,57395,Goran,Mihajlovic,,6602290723,0.909090909,Goran MihajloviÛˆ
5666,5666,57666,Matthias,Bode,,35583851700,1,Matthias Bode
5668,5668,57440,Sumanth,Swaminathan,,24345134400,1,Sumanth Swaminathan
5669,5669,57380,Priyadarshini,Malusare,L,24281496600,0.956521739,Priyadarshini Malusare
5670,5670,59139,Justin,Thomas,E,56358600700,0.928571429,Justin Thomas
5676,5676,57544,Xiaoyan,Zhong,,7202160361,1,Xiaoyan Zhong
5677,5677,57585,Alexey,Titov,V,16403407400,0.923076923,Alexey Titov
5678,5678,57533,Michael,Schmitt,D,37093955500,0.9375,Michael Schmitt
5679,5679,57571,David,Ressman,M,36669335600,0.928571429,David Ressman
5681,5681,57559,Iliya,Todorov,S,7102462961,0.928571429,Iliya Todorov
5684,5684,57611,Jennifer,Doebbler,A,26423632500,0.974358974,Jennifer A. Doebbler
5685,5685,57625,Steven,May,J,8391324600,0.96,Steven J. May
5686,5686,57761,Xiaohua,Wu,,7407063595,1,Xiaohua Wu
5687,5687,57644,Worajit,Setthapun,,12803622000,1,Worajit Setthapun
5688,5688,58099,Meredith,Franklin,,56251160900,1,Meredith Franklin
5689,5689,57755,Haixia,Deng,,35114801200,1,Haixia Deng
5690,5690,57692,Ross,Young,D,9242020100,0.96,Ross D. Young
5692,5692,57827,Bruno,El-Bennich,O,6507578062,0.941176471,Bruno El-Bennich
5693,5693,57677,Jana,Zaumseil,,6701757558,1,Jana Zaumseil
5694,5694,57674,Tobias,Micklitz,,14009055200,1,Tobias Micklitz
5695,5695,57983,Ming,Xie,,55710049300,1,Ming Xie
5697,5697,57869,Li,Li,,56132480600,1,Li Li
5699,5699,58172,Salil,Arora,,55418124500,1,Salil Arora
5703,5703,58019,Gabriel,Goenaga,A,23004312400,0.971428571,Gabriel A. Goenaga
5705,5705,58107,Allan,Wollaber,B,15521603600,0.96969697,Allan B. Wollaber
5706,5706,58120,Zhenchao,Liu,,27169556700,1,Zhenchao Liu
5707,5707,58230,Alessandro,Cunsolo,,56247699100,1,Alessandro Cunsolo
5708,5708,58144,Jun,He,,55513438600,1,Jun He
5709,5709,58211,Omar,Green,G,35190369500,0.909090909,Omar Green
5712,5712,58225,Gergely,Gidofalvi,,6507391240,1,Gergely Gidofalvi
5713,5713,58590,Maria,Rednic,,26433794500,1,Maria Rednic
5714,5714,58190,Guvenc,Akgul,,8558736000,1,Guvenc Akgul
5715,5715,58182,Scott,Kirklin,J,26642081500,0.967741935,Scott J. Kirklin
5717,5717,59065,Yu,Sun,,56482386900,0.923076923,Yue Sun
5718,5718,58226,Wantao,Liu,,23480006000,1,Wantao Liu
5725,5725,58300,Christine,Matta,,22135311300,1,Christine Matta
5727,5727,58229,Brian,Dorney,L,55722241100,0.923076923,Brian Dorney
5731,5731,58311,Yu,Liu,,36504509600,1,Yu Liu
5732,5732,59195,Yuan,Hong,,8843598400,1,Yuan Hong
5736,5736,58554,Sumit,Narayan,,24587843500,1,Sumit Narayan
5737,5737,58481,Qingmin,Zhang,,36543254600,1,Qingmin Zhang
5743,5743,58422,Kimberly,MacArthur,C,36537559000,0.947368421,Kimberly MacArthur
5756,5756,58346,Wesley,Kendall,J,24473134400,0.933333333,Wesley Kendall
5757,5757,58639,Roberto,Vega-Morales,O,26665207600,0.952380952,Roberto Vega-Morales
5758,5758,58732,Gurhari,Singh,P,37079693500,0.928571429,Gurhari Singh
5764,5764,59026,Rong,Zhang,,56004295300,1,Rong Zhang
5767,5767,58868,Shana,Bender,L,8516566900,0.965517241,Shana L. Bender
5770,5770,58688,Qunfeng,Zeng,,23394351900,1,Qunfeng Zeng
5771,5771,58832,Yeon Sang,Jung,,35317953900,1,Yeon Sang Jung
5772,5772,58920,Stefan,Pabst,U,36060081400,0.923076923,Stefan Pabst
5773,5773,83822,Xinpeng,Wang,,37100651800,1,Xinpeng Wang
5775,5775,58866,Laura,D'Amico,,56396691800,1,Laura D'Amico
5779,5779,58893,Nishit,Murari,M,16239120400,0.967741935,Nishit M. Murari
5780,5780,58867,Paul,Mathias,M,7005490949,0.923076923,Paul Mathias
5781,5781,59022,Chungen,Shen,,55471330300,1,Chungen Shen
5785,5785,59208,Sangmin,Lee,,55716512500,1,Sangmin Lee
5793,5793,58979,Xiaomin,Xie,,8704824500,1,Xiaomin Xie
5795,5795,59202,Yanlong,Yin,,35782603300,1,Yanlong Yin
5796,5796,59148,Chen,Wang,,54918345600,0.947368421,Cheng Wang
5798,5798,84343,Yoshinori,Tamada,,7005752498,1,Yoshinori Tamada
5800,5800,59193,Evgeny,Shafirovich,,6603935157,1,Evgeny Shafirovich
5802,5802,59039,Kazuki,Ota,,35254334900,0.952380952,Kazuki Ohta
5808,5808,58932,Anna,Baebler,M,36953131100,0.965517241,Anna M. Baebler
5812,5812,58931,Cory,Adams,,55677453300,1,Cory Adams
5823,5823,58945,Pavel,Karavayev,,39361795700,1,Pavel Karavayev
5831,5831,58959,Catherine,Seifert,A,54399335600,0.944444444,Catherine Seifert
5835,5835,59040,Janet,Soltau,S,54783512400,0.965517241,Janet S. Soltau
5847,5847,59131,Jiyoon,Kim,,56049989800,1,Jiyoon Kim
5860,5860,59107,Francisco,Alvarez,,23392202500,1,Francisco Alvarez
5864,5864,59095,Dorothy,Horton,C,55387218600,0.96969697,Dorothy C. Horton
5881,5881,59043,Matthew,Rocklin,D,36722523800,0.9375,Matthew Rocklin
5886,5886,59184,Joshua,Smith,A,37077895600,0.965517241,Joshua A. Smith
5887,5887,59181,William,Armand,R,55276875700,0.96969697,William R. Armand
5890,5890,59192,Jingbo,Liu,L,37076020300,0.96,Jingbo L. Liu
5901,5901,59209,Toyketa,Horne,V,36466626900,0.928571429,Toyketa Horne
5912,5912,57819,Nicholas,Veselka,R,36912138000,0.972972973,Nicholas R. Veselka
5914,5914,58504,James,Yang,J,56465234100,0.916666667,James J. Yan
5918,5918,58404,Lindsay,Arnold,G,36163888300,0.96969697,Lindsay G. Arnold
5920,5920,55958,Yaroslav,Bodnar,D,36713039600,0.971428571,Yaroslav D. Bodnar
